test_Tre.        test_AddUnit     DEBUG		
test_Tre.        test_AddUnit     DEBUG		
test_Tre.        test_AddUnit     DEBUG		starting test_AddUnit
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element e at 163ede0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element d at 163e750>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element e at 163e270>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element e at 163e270>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element e at 163ede0>
    Tree.             getNode     DEBUG		index: 1
test_Tre.test_SimpleTrees_Une     DEBUG		
test_Tre.test_SimpleTrees_Une     DEBUG		
test_Tre.test_SimpleTrees_Une     DEBUG		starting test_SimpleTrees_UnequalStructures
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element a at 163e060>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element b at 163e0f0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element a at 163e060>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element b at 163e0f0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element b at 163e390>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element b at 163e0f0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element b at 163e390>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element a at 163e6f0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element b at 163e600>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element a at 163e6f0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element b at 163e600>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element b at 163e390>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element b at 163e600>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element b at 163e390>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163e7e0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163e990>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163e7e0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163e990>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ec60>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163eab0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ec60>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163eab0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element node at 163ee10>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element node at 163e810>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163eed0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163efc0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163eed0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163efc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 3]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163eed0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		position is: [1, 2, 3]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163efc0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163eed0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625b40>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163efc0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625e10>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163eed0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625b40>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element grandchild at 1625d50>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163efc0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625e10>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element grandchild at 1625c00>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element node at 163ee10>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element node at 163e810>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163eed0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163efc0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163eed0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163efc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 3]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163eed0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		position is: [1, 2, 3]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163efc0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163eed0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625b40>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163efc0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625e10>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ee70>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163eed0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625b40>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element grandchild at 1625d50>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 163efc0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625e10>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element grandchild at 1625c00>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element node at 1625db0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element node at 1625fc0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625d20>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625cc0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625d20>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625cc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 3]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625d20>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		position is: [1, 2, 3]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625cc0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625d20>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625a80>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625cc0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625a50>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625d20>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625a80>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element grandchild at 16259f0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625cc0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625a50>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element grandchild at 1625990>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element node at 1625db0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element node at 1625fc0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625d20>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625cc0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625d20>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625cc0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 3]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625d20>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		position is: [1, 2, 3]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625cc0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625d20>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625a80>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625cc0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625a50>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 163ecf0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625d20>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625a80>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element grandchild at 16259f0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1625f90>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625cc0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625a50>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element grandchild at 1625990>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1625de0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625cf0>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1625630>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element grandchild at 1625cf0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1, 0, 0, 0]
    Tree.             getNode     DEBUG		current: <Element xml at 1625b10>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element node at 1625ae0>
    Tree.             getNode     DEBUG		index: 0
    Tree.             getNode     DEBUG		position is: [1, 2, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 1625960>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1625870>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 0, 0, 0, 0]
    Tree.             getNode     DEBUG		current: <Element xml at 1625840>
    Tree.             getNode     DEBUG		index: 0
test_Tre.    test_ComplexTree     DEBUG		
test_Tre.    test_ComplexTree     DEBUG		
test_Tre.    test_ComplexTree     DEBUG		starting test_ComplexTree
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element Z at 1625660>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element Z at 1625750>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element Z at 1625660>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element Z at 1625750>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 3]
    Tree.             getNode     DEBUG		current: <Element Z at 1625660>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		position is: [1, 3]
    Tree.             getNode     DEBUG		current: <Element Z at 1625750>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		position is: [1, 3, 1]
    Tree.             getNode     DEBUG		current: <Element Z at 1625660>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element Y at 16440f0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 3, 1]
    Tree.             getNode     DEBUG		current: <Element Z at 1625750>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element Y at 1644270>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element Z at 1625660>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element Y at 16440f0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element X at 16441b0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element Z at 1625750>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element Y at 1644270>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element X at 1644150>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 3, 2]
    Tree.             getNode     DEBUG		current: <Element Z at 1625660>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element Y at 16440f0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 3, 2]
    Tree.             getNode     DEBUG		current: <Element Z at 1625750>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element Y at 1644270>
